Commentaire ID,Texte du commentaire
UgygTMCnkYASqVKRxPF4AaABAg,"C&#39;est facile d&#39;entrer dans une secte, mais c&#39;est beaucoup plus difficile d&#39;en sortir. La secte vous donne tout ce qui vous manquait, mais elle finit par tout vous prendre ce que vous aviez, y compris votre jugement et votre liberté de penser."
Ugx9yvq1FqdQilRFiuV4AaABAg,La pertinence des questions posées et des réactions de Mouloud n&#39;est pas toujours appropriée voire déplacée par rapport à l&#39;état psychologique de la victime. Cela manque de bienveillance et de tact. C&#39;est un témoignage qui reste tout de même précieux et mérite d&#39;être entendue.
UgyPBhix0TOpQxv_ALJ4AaABAg,"En fait ses réflexions , démontre qu&#39;il ne comprend  pas ce qu&#39;est un  endoctrinement , un conditionnement mental .<br> Ca peut aller au delà du réel , voir le plus invraisemblable ."
UgzzaMUoZRq4EJkiFLd4AaABAg,"c&#39;est qd même impressionnant , car ce n&#39;est pas un mythomane .<br> La mythomanie relève de l&#39;inconscient , lui a tout conscientisé , sans jamais se faire vraiment gauler .<br>  La question que je me pose , pourquoi le Québec a accepter ce  gars là sur son territoire ?"
UgwzYLuV4RrK7ePtmD14AaABAg,"Une mère doit protéger ses enfants .<br> Alors là,  chapeau bas , vous avez réussis un tour de force , énorme, qui mérite d&#39;être  saluer .<br>   Vous devez peut être , la seul a être sortie d&#39;une secte en reniant sa mère génitrice , ca n&#39;a pas du être évident ."
UgyxFXpDyaOzA1-bHHx4AaABAg,"<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=748"">12:28</a> : &quot;Un selfie un peu étrange... Un selfion&quot;"
UgxCZsqJ9750UO1JppJ4AaABAg,La fin m&#39;a mis un coups le &quot;On allez pas me demander de l&#39;argents déjà que je donnais mon corps&quot;...
UgyPLIs2ZQ44xFx2EqF4AaABAg,"Raël me dégoute, violeur, pédophile, pervers narcissique... dangereux..j&#39;espère qu&#39;il sera condamné. Tellement désolée Lydia d&#39;avoir été victime de ces violences et merci pour ce témoignage."
UgwCvJusMKVsZ_yOAuZ4AaABAg,C est une kabyle 😂😂😂😂
UgzegGA0UIk9Tv7mlBR4AaABAg,"C&#39;est intéressant comment il prend des valeurs qui sont bien, en tout cas a mon gout, mais pour les pousser à la dérive."
UgzcrBD9tr50u6mF9854AaABAg,Rael serait pas un peu3 pédophile
UgxKKjDzA6zY2maxwXB4AaABAg,"Merci Lydia,pour votre témoignage, et surtout de votre courage 😢😢"
Ugy54Tf6okQ9YpP-Vwp4AaABAg,"Qu&#39;est ce qui fait que des milliards d&#39;humains contre cru ou croit que dieu s&#39;adresse à un homme pour transmettre sa parole à toute l&#39;humanité ?<br>Rael a juste surfé sur la vague.<br>Une religion, c&#39;est une secte qui a réussi..."
UgyyiVwo2E3ruogi59p4AaABAg,Rael devrait être en prison
Ugw_xkV_J8lmRcsaceJ4AaABAg,"Quelqu&#39;un peut il expliquer comment et pourquoi, lorsque que on recherche des vidéos sur des raéliens,  on tombe toujours sur ce genre de vidéo avec cette personne négative qui n&#39; a apparemment rien compris de ce que sont les raéliens, ou de ce qu&#39;ils enseignent?"
UgyBcvZqn4wiSEhJ45N4AaABAg,Rael… un agent de qui ?
UgziS_ldWDQ091-PjBJ4AaABAg,Fabrication is raelienne !
UgzAo-CByt6zE5_vM1R4AaABAg,Super intéressant cet interview ❤
UgyJxNhXSZ51NlIOOyZ4AaABAg,"Il a obligé personne à le suivre Rahel, chacun est libre. Notre société c est pas mieux."
UgzzOFjkYW0IAhHSCxZ4AaABAg,Excellent elle a tout resumé quand elle a dit &quot;j ai grandi dedans depuis petite tout comme une religion musulmane catholique juive...😄..conclusion la religion est une secte qui a reussit!!!
Ugxr7SRf-1F9eGrQhTd4AaABAg,Pire qu’Hitler non non non
Ugwlrc1J-WFtMzGxHaJ4AaABAg,"❤❤❤❤TU ES MERVEILLEUSE,QUE DIEU TE PROTÈGE😭😭😭😭😭<br>QUELLE MANIPULATION !!!!"
Ugwgh1X_alCzzeSYQep4AaABAg,"Mouloud, tu dis que tu ne portes aucun jugement mais ce n&#39;est pas l&#39;impression que tu donnes et je pense que ton invité partage ce point de vue."
Ugy9Fd6wS2Wfk3quFEt4AaABAg,"Force à Lydia, femme très intelligente d&#39;avoir si bien cerné toute cette dynamique toxique ! <br>Vorhillon est un minable qui retournera bientôt au néant, n&#39;ayant laissé sur cette terre que souffrance et honte.  Vous valez 1000 fois mieux que lui Lydia - Merci pour ceux dont vous ouvrez actuellement les yeux et que vous aurez contribué à sauver !"
UgxCT4Yu2Pm2zw4STbx4AaABAg,Il nourrit qui pour être encore en liberté ?
UgwwMmRXaw3AGa3gxW94AaABAg,"Raël s&#39;est inspiré de Mohamed, mohamed était obsédé par les femmes, il a meme &quot;révélé&quot; des sourates ou il s&#39;octroie le droit de coucher avec toutes les femmes, un peu comme le concepts des cordons de Rael."
UgyPg53265xxrDS8BqF4AaABAg,Clairement il doit y avoir de la pédophilie dans ce mouvement...
UgxFUgTUd6vCwvpjO914AaABAg,"Un nouveau site d&#39;information est &quot;Rael justice&quot; qui a été créé pour rétablir la vérité sur ce que sont les raéliens , réellement."
Ugze5Vp9wRCjYOzRHul4AaABAg,"C’est qui se journaliste sérieusement je sais pas ce qu’il a pris avant l’émission <br>Il est complètement déconnecté, il n’écoute même pas c’est réponse mais lis sont scripte <br>Pauvre dame elle n’a pas pu raconter elle répondais au question en étais tellement mal à l’aise en vu des réponses brèves qu’il donnait, les monteurs ont remarqué eux"
UgyL6-zvDzAkZI0aAhN4AaABAg,"Courage Madame, vous êtes la preuve vivante qu’il est possible de s’en sortir..<br> bravo et grand respect à vous 🫶"
UgzF_Sx9dUAxSH6g7Zl4AaABAg,Courageuse et intelligente cette femme ❤
Ugye45J-Tpesdg0H_kl4AaABAg,Pouvez vous faire la même chose pour l&#39;islam svp 🙏💣
UgxZfMZniPqdYPfURKV4AaABAg,il manque &quot;IS&quot; devant le nom de la secte et ça sera parfait!
Ugx2ODQCccmubskDGG94AaABAg,"<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=752"">12:32</a>. Trop fort le jeu de mot. Selfie selfion. J&#39;adore."
UgzMHKoIHd4mnbspQGp4AaABAg,Elle raconte ça avec passion 😂 et elle défend son ancien gourou
UgzaQLOynC_qHES6sAF4AaABAg,RAËL C&#39;EST UN FAUX PROPHÈTE !!! FAIT UNE ANALYSE DE SANG POUR SAVOIR SI TU AS DE L&#39;ADN DES ÉLOHIMS ??? FADA AAAAAA AAAAAA AAAAAA ET IL A MANGÉ AVEC MAHOMET AAAAAA AAAAAA AAAAAA AAAAAA
UgxAQ5hB5aXPy91jjAN4AaABAg,Cette dame a un courage fou et elle communique parfaitement son expérience
Ugw7yPhz9GqFDpu3KZ94AaABAg,"Le gourou crée une secte pour que ceux qui adhèrent à lui le servent financièrement, sexuellement et qu&#39;ils soient ses servants domestiques."
Ugyl-48dD_YyqL0LlwF4AaABAg,"Je trouve l&#39;histoire de cette femme à la fois émouvante et triste. Surtout son rapport avec sa mère.<br>C&#39;est sa pathologie qui donne à Raël les moyens de son emprise, il a une empathie à sens unique, égocentrique et n&#39;a visiblement aucune autre limite que celle de ses propres désirs, ce qui conjugué à sa malignité ( intelligence opportuniste ) fait de lui le parfait pervers narcissique. Cet homme doit être profondément seul dans son univers schizophrénique et d&#39;un vide intérieur colossal."
UgylhR1Qq5-2e0EcExJ4AaABAg,Sa.ressenble.a.la.scientologie.tom..machin
UgxioLzoiYiUMq4MOPJ4AaABAg,"C&#39;est un ersatz de messianisme, un messianisme new age qui reprend les mêmes poncifs que le Monothéisme.<br>Si ce n&#39;est que le Monothéisme &quot;in utero&quot; porte la stérilité en son sein (ou Saint, puisque le Christ se fait attendre). <br>Alors, l&#39;occultisme a inventé un polythéisme &quot;in vitro&quot;, par la panspermie plagiée d&#39;Anaxagore, où la vie serait apparue sous le Firmament de la Genèse.<br>Que du réchauffé quoi !"
UgwSxhO_FSDzsde9WqZ4AaABAg,"&quot;Raël a dit que, le 7 octobre 1975, il a été contacté par l’un des Elohim, qui l’a emmené sur une autre planète pour rencontrer Bouddha, Moïse, Jésus et Mahomet&quot;<br>Ressemble étrangement à la Transfiguration dans l&#39;évangile de Matthieu 17.<br>Il faut noter que Vorilhon reçoit cette révélation au moment même où les Témoins de Jéhovah attendent Armaggedon en octobre 1975. Un Armaggedon aussi stérile que le messianisme chrétien et que ne le sera le messianisme raëlien.<br>La Vérité est ailleurs !"
Ugz5ORyKHSu7hGKCmBV4AaABAg,Merci pour votre courage d’oser faire ce genre d’interview et d’oser témoigner  💖🙏🏼 Plein de tendresse et de force pour Lydia pour la suite de ta nouvelle vie 💕✨
UgyASXJNjubvx3y2sbF4AaABAg,Extra terrestres sont les anges déchus
UgynrEoWU1p10cwsbQJ4AaABAg,La pauvre c’est terrible ce qui lui est arrivé. Je suis triste de voir que des gens se font manipuler comme ça. Utiliser le point faible de qqun pour le manipuler et y entraîner des enfants innocents.  Courage à vous et j’espère que vous arriverez à vous en sortir ^^
UgyJxFymya8s98h5ve94AaABAg,"Personnellement j&#39;aimerais aussi entendre les témoignages d&#39;autres femmes encore raëliennes pour avoir un contre-interrogatoire et une mesure de comparaison. Cet entretien me donne l’impression d’une procédure sommaire visant à criminaliser une catégorie de personnes ayant une foi différente, en utilisant ponctuellement l’expérience personnelle d’une seule femme. Deux questions me viennent spontanément. La première est pourquoi le leader du Mouvement Raëlien n’a jamais été condamné en justice ? et la deuxième est pourquoi le Mouvement Raëlien compte encore aujourd&#39;hui des dizaines de milliers de membres après cinquante ans d&#39;histoire ? Je sens la discrimination et le sensationnalisme..."
UgwoEWEfGuEvTYwCZVJ4AaABAg,Le mec il sais manipuler les gens devient millionnaire et a un harem géant 👏 😂<br>Je sais pas si c’est un monstre ou un génie 😅
Ugzr-0WYHFYWsvSFwGJ4AaABAg,Lors de la gay pride 🏳️‍🌈 !! C est publiquement que les gens s exhibent  lors de cette manifestation….on est pas loin des raeliens !!
UgwmIOoy9sYkk-nidCF4AaABAg,"Avant de dire n&#39;importe quoi,faites donc l&#39;effort de prendre une bible catholique et le Livre qui dit la vérité et de lire!!! <b>Faisons l&#39;homme selon notre image et notre ressemblance</b> À quoi ressembler vous?"
UgwrOOyDfJ29PWGkJAl4AaABAg,"C’est super le Christianisme !<br><br>Ils avaient la Bible, nous avions la terre.<br><br>Et ils nous ont dit: Ferme les yeux et prie.<br>Quand nous avons ouvert les yeux, ils avaient la terre et nous la Bible.<br><br>1. ILS ONT DIT : NE TUE PAS... Et ils ont tué plus de 8 millions de nos frères.<br><br>2. ILS ONT DIT : NE VOLER PAS... Et ils ont volé nos richesses, or et argent.<br><br>3. ILS ONT DIT : NE SOUHAITE PAS À LA FEMME DE TON PROCHAIN... Et ils ont violé des femmes mariées, des adolescentes et des filles.<br><br>4. ILS ONT DIT NON AUX MENSONGES.. Et ils ont menti avec une croix dans les mains.<br><br>Auteur : Trinity Cruz"
Ugw7YIagabI8Xm23tW94AaABAg,"Il est un peu defoncé Mouloud, non :)"
UgwM0p5VpLT-P6f75sd4AaABAg,lydia me rappelle lydia de walking dead 1 clan secte et finalement elle se retourne contra ca mère a juste cause
UgwpOQ-8HmHRihCtZoV4AaABAg,"<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=1013"">16:53</a> Dark Mouloud"
UgwaNoBapCJ6AXiwiFV4AaABAg,"<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=751"">12:31</a> 😂😂😂 bien vu"
UgxkdpUeKSVqAH304dh4AaABAg,on voit bien qu elle n est pas normale....dommage...
UgxsicQDjdRUCmvUDvR4AaABAg,La reconstruction est possible après ça ?… la manipulation de l’amour pour détruire ! Wow je suis sans mot et j’ai de la peine pour toi. Courage 🫶🫶
UgzxVj_4JpWLQKhZCR54AaABAg,Le même regard que Manson....
UgwnweILKKGgx3pGUAR4AaABAg,"Une question, quand va t-on arrêter ce pedocriminel ?"
UgxHGmJNPLCk4VVL7-h4AaABAg,"<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=751"">12:31</a>"
UgxG56gaD-_hmqFG0MN4AaABAg,Pourquoi aucune autorité de n&#39;importe quel pays ne le mets pas en prison définitivement ?? C&#39;est incompréhensible !
UgwGsuPQHexAKHBGE-p4AaABAg,Pas très pro Mouloud de se moquer des inviter .....
UgyCXXeprv8OMtcufa54AaABAg,Ça me rappelle la queue pour la piquouze ! Et tous les détenteurs de soi disant vérité qui empêchent tout discernement !
Ugw2-TuI18Jiev9i0VZ4AaABAg,"Elle m&#39;a brisé le coeur, gros soutient"
UgzbRr0G1qyz3177IFh4AaABAg,De tout cœur avec Lydia
Ugxs_EgZ-K_uH1w1yvR4AaABAg,Courage sista un parcours de ding tu es une vrai Amazonie courageuse SOIT FIER de toi ta réussi à partir bravo que tout soit restaurée en toi FORCE kimbé raid pa moli c moli ki raid fem  💪🙏💞
UgzPXe5RHZFYicQisqB4AaABAg,"j&#39;avais toujours aimé cet animateur jusqu&#39;à maintenant ou je regarde cette vidéo. Il prend carrément parti ici contre la réligion raëlienne sans vérification aucune. Pourtant ici les accusations sont graves et pourtant aucune inculpation contre aucun raëlien ni raël lui-même. Qu&#39;est-ce qu&#39;ils ou elles attendent pour porter plainte ? Et tous ceux ou toutes celles qui ont infiltré cette secte (comme ils aiment les appeler) et qui ont qui ont donc pu accumuler des tas de preuves contre eux, ils attendent quoi pour poursuivrent la secte en justice. Mais non ils préfèrent écrire leurs livres la dessus et ne pas porter plainte pourtant ils prétendent que plein de gens souffrent de cette secte. <br>je pense qu&#39;en fait les gens n&#39;ont rien contre les raëliens en réalité. Ils sont juste intolérants et incapables d&#39;accepter les différences et les diversités.<br>ils oublient que toutes les religions qu&#39;ils pratiquent eux-même aujourd&#39;hui et qui sont majoritaires sont passées d&#39;abord par le stade de secte avant d&#39;émerger aujourd&#39;hui et en ont souffert par les moqueries , les tortures, les tueries etc ...... ensuite quand elles émergent, elles sont reconnues et on les appelle RELIGION. car la vérité finit toujours par triompher. Donc ils ne font que répéter contre les nouvelles religions ce qu&#39;ils ont subi eux-mêmes à leur débuts. <br>Aujourd&#39;hui les méthodes sont moins barbares. C&#39;est maintenant les infox, média mensonges et diffamations. C&#39;est ça les nouvelles méthodes de crucifixion des prophètes.<br>ah Clique TV j&#39;ai beaucoup d&#39;amour pour toi mais aujurd&#39;hui là je suis deçus !!!"
Ugy3OUXw-JGe46XkvI14AaABAg,Raël existe ! Les E.T l&#39;ont vu !
UgxndnQBW5HxNPislr14AaABAg,Je vous souhaite Lydia d&#39;etre entendue! Et de continuer à vous reconstruire... 🫂🫂🫂
UgxfBUAID4aaEp09Ga14AaABAg,Faut vraiment être mal... pour croire à Cela
UgxDzXuU-5qEe8T91NZ4AaABAg,Quand est ce qu&#39;on arrête ce mec🙄
UgyUkPUd3PIutnodBW54AaABAg,"@Lydia1245 Le &quot;baptème raelien&quot; n&#39;est pas juste de l&#39;eau sur la nuque, il s&#39;agit d&#39;une magnétisation en lien avec de l&#39;hypnose. Les accords passés sont des &quot;pactes&quot;. User de votre souveraineté intérieure pour dire un &quot;Grand Oui&quot; pour vous, qui est un grand &quot;non&quot; à tout ce qui est en lien avec Rael et Claude Vorilhon. Brûler par l&#39;intention et le coeur tous les pactes avec lui (visualiser brûler tout ce que vous avez signé, reprendre toutes vos paroles données), et par la force de votre Libre Arbitre, annuler toutes les magnétisations qu&#39;il a faites sur vous. Bon courage.<br><br>(cette façon de faire est valable pour toute personne sous emprise, quel que soit la secte, sachant qu&#39;elle sont toutes la dérivation d&#39;une seule, puissante, raison pour laquelle ces gourous ne sont pour ainsi dire jamais inquiétés)"
Ugzlg1f_Rb9p8iuJeHZ4AaABAg,la pauvre elle n&#39;y est pour rien car elle est née dedant mais je me pose surtout la question de comment peut on tomber dans cette secte avec ce clown de rael
UgxlaHEYJh0pXId542R4AaABAg,"Le système du messager n’est pas fiable pour une civilisation extraterrestre qui désirerait se faire connaitre et toutes les religions et toutes les sectes ont prouvé que ce système ne fonctionne pas vu que le messager n’a jamais su prouver l’existence de son envoyeur.<br>Une civilisation extraterrestre sait très bien cela et si elle désire se faire connaitre elle sait très bien que le meilleur moyen c’est de se faire connaitre d’elle-même à l’humanité entière sans passer par un intermédiaire.<br>C’est du bon sens, et les faux prophètes et les religions n’ont jamais compris cela, car s’il y avait eu un véritable messager au cours de l’histoire de l’humanité alors son envoyeur aurait su s’y prendre pour que 100% de l’humanité croit ce qu’annonce ce messager.<br>Et pourtant en 2024 il y a encore des gens qui croient en un messager, à un représentant de dieu sur terre, a un pape, a un gourou, a un prophète alors que le pourcentage de gent qui y croit n’a jamais atteint 100% de la population mondiale.<br>Et si 100% ne sont jamais atteints, c’est que vous êtes face à une secte, un faux prophète, un pape, un gourou, une religion, etc., etc.<br>Le messager a fait ses preuves, ça ne fonctionne pas, arrêtez de croire à des messagers s’il n’y a pas 100% de la population mondiale qui y croit aussi, autrement dit : tout le monde.<br>Une civilisation extraterrestre saurait très bien comment se faire connaitre, elle stationnerait un énorme vaisseau au-dessus d’une grande ville quelque heure le temps que nos médias relayent l’info sur toute la planète puis après concertation et accord des autorités ils enverraient une navette avec quelque représentant de leur planète pour venir faire connaissance.<br>Cette méthode est logique, car contrairement à la méthode du messager elle a 100% des personnes qui y croient.<br>Après on peut toujours débattre du pourquoi cette méthode ne s’est jamais produite sur terre et les réponses sembles évidentes : Une civilisation extraterrestre pacifique n’a pas forcément envie de connaitre une civilisation qui se fait la guerre entre elles, qui est colonisatrice, qui détruit sa planète, qui laisse mourir son peuple de faim, etc., etc. et je pense que c’est une raison légitime de la part d’une civilisation extraterrestre de ne pas vouloir nous connaitre.<br>Si j’ai donc un conseil à donner, ce sera celui-ci :<br>Ne croyez jamais et ne suivez jamais un messager si celui-ci n’a pas 100% de la population mondiale avec lui.<br>Ne croyez jamais et ne suivez jamais un représentant de &quot;dieu&quot; si celui-ci n’a pas 100% de la population mondiale avec lui.<br>Ne croyez jamais et ne suivez jamais une organisation religieuse si celle-ci n’a pas 100% de la population mondiale avec elle.<br>Ne croyez jamais et ne suivez jamais un pape si celui-ci n’a pas 100% de la population mondiale avec lui.<br>Ne croyez jamais et ne suivez jamais un prophète si celui-ci n’a pas 100% de la population mondiale avec lui.<br>Bref, ne croyez jamais quelqu’un qui déclare connaitre la vérité si celui-ci n’a pas 100% de la population mondiale avec lui.<br>Car si vérité il y a quelque part dans l’univers, alors elle saura forcément faire en sorte que 100% de la population mondiale croit en elle et non 0.001% ou 1% ou 10% ou 20%.<br>La vérité c’est 100%, en dessous de 100% c’est du mensonge."
UgzPBHn5STH8J3N4YgJ4AaABAg,"je ne sais pas bien pour Rael et sa secte, si vraiment les gens y sont plus malheureux qu&#39; ailleurs... mais je me méfie de tout dans ce bas monde .... là je constate que, comme par hasard,  ce témoignage sort juste au moment de la sortie du film..."
UgySkGP7-SFLOX1CvNF4AaABAg,"Pourquoi la production, n&#39;invite pas les parents de cette dame?<br>C&#39;est une manipulation des médias menteurs, en réalité.<br>C&#39;est honteux, car ces médias, touchent des subventions trés substantielles,  et donc profitent de l&#39;argent de nos impôts. Ils se permettent ensuite de sous entendre que les raéliens profiteraient financièrement des autres."
Ugy8buW2o-lnagTwJMR4AaABAg,"Pédocriminels, il sera encore longtemps protégé en France"
Ugw5PGIdmqrs6d2EaU14AaABAg,"Difficile à regarder, force a elle 🤍"
UgxgjXD8mumhTYfpZuh4AaABAg,Quelle horrible secte !
UgyOnyyUVi2ZeEzKHDJ4AaABAg,En tant que raëlienne depuis 30 ans  je n&#39;ai JAMAIS été obligée de faire quelque chose dont je n avais pas envie. J ai 2 enfants qui connaissent les raeliens et encore une fois JAMAIS il n y a eu un geste  ou parole de déplacée ou quelconque initiation sexuelle. Voici donc une autre version des faits😊
UgxJaC7-6ro5EPIkKXN4AaABAg,"les sectes , sont comme les religions, des outils de manipulation et d&#39;enfumage , pour mieux contrôler les adeptes et autres croyants ."
UgyC0-r4oob14mO3vgR4AaABAg,Cette femme est d une beauté et d une grande intelligence... Je lui souhaite tout de bon....
Ugw5cACdWsTVov8INFl4AaABAg,Pourquoi ça coupe net comme ça ? On a pas la fin
Ugxjr9LjHiI-mdbnEJx4AaABAg,"Courage à vous Lydia, je vous envois tout mon amour et je crois en vous pour vous en sortir. <br>Je vous souhaite de rencontrer de belles personnes qui prendront soin de vous. ❤❤"
UgwAtL-4ly1AOkFryjB4AaABAg,ah oui bien  barjo
UgwSORVqEFGkwxfa8ch4AaABAg,Dommage qu Interpol ne l ait pas stopper <br>Il mérite la prison + gel des fond qui doivent être remis aux victimes
UgxC9Ru5ysHM9mAGJCh4AaABAg,"Tout mon soutien à Lydia. Je suis vraiment désolée d’entendre ce qu’elle a vécu.<br>Il y a un documentaire québécois très interessant “les femmes de Raël”. Deux femmes témoignent des abus subis, notamment sexuels et plusieurs spécialistes partagent leur analyse de la situation."
UgzPOgfZLmWIK6QaN5p4AaABAg,"@<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=912"">15:12</a> le casting est intéressant."
UgyhYW9NOECtsj8naIB4AaABAg,"🤣🤣@<a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=749"">12:29</a> : un selfion , il m&#39;a tué 🤣🤣🤣"
UgyE0PYemm0YOLw6qrR4AaABAg,Nan mais y a des gens perchés😒😒😒😒 120 k personnes!😩
UgxVnqObr5Cvt31LitJ4AaABAg,En gros il mécrooient en dieu pour des djeens.
UgzdWeVO8cTEQsE2adF4AaABAg,"L&#39;importance de l&#39;affectif, et du manque d&#39;affection."
UgyIgC6yAeAJAoOYS2p4AaABAg,quel horreur ...
UgyVrn6H72Mk5Wz68IB4AaABAg,"Il s&#39;avère que parmi les prêtres raéliens - les enseignants, il y a aussi des femmes. Parce que, contrairement à ce qui a été cru dans la société macho, il y a toujours eu des femmes apôtres avec Jésus. Mais ils n&#39;ont jamais voulu le reconnaître.<br><br>Voici les noms de ces dix femmes choisies et mandatées par Jésus : Suzanne, la fille de l’ancien chazan de la synagogue de Nazareth ; Jeanne, la femme de Chuza l’intendant d’Hérode Antipas ; Élisabeth, la fille d’un riche juif de Tibériade et de Sepphoris ; Marthe, la sœur ainée d’André et de Pierre ; Rachel, la belle-sœur de Jude, frère de sang de Jésus ; Nasanta, la fille d’Elman, le médecin syrien ; Milcha, une cousine de l’apôtre Thomas ; Ruth, la fille ainée de Matthieu Lévi ; Celta, la fille d’un centurion romain ; et Agaman, une veuve de Damas. Ultérieurement, Jésus ajouta deux autres femmes à ce groupe — Marie-Madeleine et Rébecca, la fille de Joseph d’Arimathie."
UgwCgKI7YaBZwNbNqgR4AaABAg,la fin est terrible dernière phrase &quot; on allait pas me demander de l&#39;argent vu que je donnais déjà mon corps&quot; ..
Ugx7hj8xIBHPtcFnnVJ4AaABAg,JESUS-CHRIST .... le chemin la vérité et la vie ......  <br>juste lire la bible  ....<br>sortir des religions ou des sectes .... <br>merci pour le témoignage madame ....<br>pour sauvé son ame ..... <br>romain ch 10 v 9 <br><br>Amen
UgyAAHrFZ9kvKjlBw_l4AaABAg,Pourquoi n&#39;y a t&#39;il jamais eu de procès pour abus de faiblesse ou agressions?? Pourquoi ce mec est t il toujours en liberté ?
Ugy15u_F5Tz6XyJpyGR4AaABAg,"quand on est journaliste, il faut une neutralité journalistique, juger sans connaitre ce qu&#39;elle a vecu c&#39;est honteux. Voila un pseudo jourlasiste qui n&#39;a jamais été sous emprise."
UgyotLNc-N0nq_lAo_l4AaABAg,"Merci beaucoup pr cette importante interview, et cette belle et forte ame qu est Lydia. Ca donne de l espoir que l on peut tjr s en sortir et vivre avec dignite!"
Ugzdn_BbGDcYG68_aK14AaABAg,"Ou comment surfer sur la vague mediatique et diffamer sur le dos des absents...notamment Rael,les raeliens...en propageant des rumeurs infondés, qui n&#39;ont qu&#39;un but ,augmenter le sacro audimat de la chaine ...c&#39;est pitoyable..je vous encourage a rencontrer des raeliens et aller vous informer directement a la source..les medias existent pour vendre de la soupe indigeste a l&#39;image de ceux qui fomente ce genre d&#39;ineptie..."
UgzZ4AA0Zb3sidF143h4AaABAg,"😂🤣😂🤣🤣😂 Ha ha ha ha le boss il a créé son hareme,, 🤣😂🤣😂🤣😂"
Ugxdg8Ufwrxu9nFCKbZ4AaABAg,Courage Madame 🙏🏽
UgwTFoTjzhQ4ihQUVIh4AaABAg,Netflix on tou tue avec leur reportage tout le monde en reparle depuis 💪
Ugy_dSOdywm085B0PYN4AaABAg,Un selfion 😂
Ugx9WLtX1r7VLG14rH94AaABAg,"Pire qu’Hitler « Oui, parce que lui il se sert de l’amour pour faire du mal »"
UgzOC4F8XFNnzm2bq-N4AaABAg,120000 adhérents ??!?<br>Comment peux t on suivre un menteur pathologique ?
UgzrT36o0yz8hBrQdod4AaABAg,Le selfion il est parti très vite hahaha bien joué Mouloud
UgxS55mAuQa38jJ9qDl4AaABAg,"Pour lui donner sont Corp au extraterrestres veut dire les diables, et lui c&#39;est un envoyer du diable. Sa me dégoûte.. Il rendra des compte devant le seigneur de l&#39;univers et c&#39;est les extraterrestre que nous ont apel les diable qui vont lui faire mal."
Ugxaczj0ywdgxQSaYnZ4AaABAg,"Par qui était il financé réellement , avec ce qu&#39;on connait maintenant , je ne pense qu&#39;il était là par hasard , programmé par la CIA ?"
Ugxl3Wd-otKv4qvtVvt4AaABAg,LA SECTE LA PLUS DANGEREUSE EST L EGLISE CHRÉTIENNE USURPATRICE  CE N EST PAS UNE RELIGION  CAR  CE NOM  VEUT DIRE RELIÉE A ..... CHERCHEZ L ERREUR
UgzolUziLsY63GzDxKB4AaABAg,Tous ces commentateurs sont tous encore et toujours de Pauvres  primitifs des égarés par leur croyance primitive . SI JESUS revient il dira Avez-vous choisi votre doctrine de vôtre conscience  ?  NON  car vos parents vous ont tous baptisé sans votre permission adulte qu elle honte pas capable même adulte apostasiez Abjurez de  ces doctrines malsaines méprisables qui ne répondent pas à ce 21SIECLE  l ère du  VERSEAU où tout sera dévoilée Pensez-y
Ugwg1BmRfpPEM95QwP54AaABAg,VOILA UN MOT BETE JE CROIS EN DIEU OU EST CE SOIT DISANT dieu QUAND JE VOIS DES HUMAINS CROIRE EN CE MOT ET SONT ENTRES PAR LA FORCE LA MALTRAITANCE DE RENIER LEUR VRAI DOCTRINE LEUR RACINE LEUR CULTURE LEUR ORIGINE ET VOUS CONTINUEZ A CROIRE EN CE MOT SAL IMPROPRE JE DIS HONTEUX A TOUS MAIS  LYDIA RÉVEILLEZ-VOUS TU RETOURNE A LA CASE DEPART BRAVO POUR TA MERE VIVE LE NKUA TULENDO LE MESSIE ANNONCÉ POUR NOUS AFRICAINS ET DIASPORA
Ugwt_mjdOeXizvcO1yR4AaABAg,"Il l’a mis en code d’erreur <a href=""https://www.youtube.com/watch?v=ddBC0C1G_l8&amp;t=790"">13:10</a> 😭"
UgwpMJhNMCdk4155hOV4AaABAg,Ce type rael c&#39;est ireel de voir ce frappé du ciboulot 😮😂
UgzxfnGCoKFpChRxyHp4AaABAg,"Je lui souhaite du bonheur à cette dame là, elle le mérite"
Ugyc50sytFqAYfz4QVx4AaABAg,ça a l&#39;air sympa la secte Raël. Comment fait-on pour s&#39;inscrire ?
UgxmfBZKqTSggyZlaaZ4AaABAg,Lydia est extrêmement courageuse force à elle.
UgyJIesrnd6mvITzwDR4AaABAg,"J ai ete croyante pendant 39ans parce que j ai grandi comme ca, et ca fait 1an que je me rends compte que toutes les religions servent a diriger les gens et empecher tout le monde de sortir du droit chemin ..."
UgwaV_Mtud3OAfUERxh4AaABAg,&#39;&#39;un selfion&#39;&#39; en face d&#39;une dame qui témoigne de violences pareilles c&#39;est un sacré manque d&#39;empathie et d&#39;intelligence là
